Frequency(Hz),Magnitude(dB),Phase(deg),Fault_Type
10.0,36.15740202239964,105.58111995952233,Axial_Displacement
10.233402121916416,35.55022134262483,103.80350307638648,Axial_Displacement
10.472251898884348,36.2361702017418,105.80597264487176,Axial_Displacement
10.716676480328632,35.88444243500264,104.77498888563426,Axial_Displacement
10.966805983368683,36.10785504280834,105.42522442081872,Axial_Displacement
11.222773562085075,35.4295501106397,103.4394471295056,Axial_Displacement
11.484715478402896,34.81785284165033,101.64831634594758,Axial_Displacement
11.752771174629451,35.351907885815905,103.20644478952356,Axial_Displacement
12.02708334768512,34.67338383483497,101.21982933565404,Axial_Displacement
12.307798025066653,34.776338880504966,101.51760740448584,Axial_Displacement
12.595064642583576,35.08882389097923,102.42782508817656,Axial_Displacement
12.889036123908928,33.885247573843614,98.90613934474504,Axial_Displacement
13.1898689619867,34.102947603131604,99.53913314307113,Axial_Displacement
13.497723302339423,33.647290587264585,98.20365961548812,Axial_Displacement
13.812763028320092,33.139975267522765,96.7171008175828,Axial_Displacement
14.135155848353955,33.34982823232849,97.32693087904288,Axial_Displacement
14.465073385216463,33.407587016706785,97.49207345886694,Axial_Displacement
14.802691267395094,33.05449995595897,96.45613039185815,Axial_Displacement
15.148189222583458,32.524641316798636,94.9033589206372,Axial_Displacement
15.501751173357706,32.767633294460786,95.60974467978085,Axial_Displacement
15.863565335085903,32.246309789125185,94.08175934182668,Axial_Displacement
16.23382431612278,32.43284497333539,94.622940751642,Axial_Displacement
16.61272522034293,31.852411296311622,92.92199202718574,Axial_Displacement
17.000469752067172,32.24483917331594,94.06487824656492,Axial_Displacement
17.397264323438016,31.654772469619186,92.335595438612,Axial_Displacement
17.803320164301137,32.012984077455386,93.37828210319816,Axial_Displacement
18.21885343465167,31.23054053241475,91.08645385830832,Axial_Displacement
18.644085339704866,30.974913296904855,90.33455230034998,Axial_Displacement
19.079242247652655,31.2374466305452,91.09727342291184,Axial_Displacement
19.524555810168607,30.457328153806124,88.81196507552808,Axial_Displacement
19.980263085725507,30.688666901145425,89.48330885038632,Axial_Displacement
20.446606665791165,30.212896868372454,88.08749878883106,Axial_Displacement
20.92383480396977,29.72337482961803,86.65139204653536,Axial_Displacement
21.41220154815729,29.951316766592296,87.31251793688779,Axial_Displacement
21.91196687578149,29.931157074894273,87.24828220196864,Axial_Displacement
22.42339683219846,29.496466958628634,85.9721705938418,Axial_Displacement
22.946763672319364,29.645702959294006,86.40292475484792,Axial_Displacement
23.48234600554277,29.288891146752075,85.35427359097623,Axial_Displacement
24.030428944069683,28.67553556175288,83.55558054364762,Axial_Displacement
24.59130425468045,28.6270308636192,83.40799075975448,Axial_Displacement
25.165270514053915,28.448282098106233,82.87956511839108,Axial_Displacement
25.75263326771201,28.524009304383664,83.09493821919536,Axial_Displacement
26.353705192673942,27.94822538122498,81.40567995221156,Axial_Displacement
26.968806263906924,28.13907558314796,81.95738973483019,Axial_Displacement
27.598263924661804,28.019795389473526,81.60241206889776,Axial_Displacement
28.24241326078436,27.525560708084992,80.15125064271463,Axial_Displacement
28.901597179095106,28.10255649897884,81.8314727278867,Axial_Displacement
29.576166589932534,27.44168442104048,79.89299871315866,Axial_Displacement
30.26648059395692,26.889903186261677,78.27333288202652,Axial_Displacement
30.972906673314085,26.91470463460977,78.33907472114822,Axial_Displacement
31.695820887261156,26.670459276284827,77.61823679110397,Axial_Displacement
32.435608072358114,26.01236668089012,75.68753339676456,Axial_Displacement
33.1926620473319,25.976153240592325,75.5746590460497,Axial_Displacement
33.96738582272207,26.050392447279282,75.78458766265396,Axial_Displacement
34.76019181541977,26.05014700490517,75.77670452172538,Axial_Displacement
35.57150206821386,25.88384437257569,75.28332426695464,Axial_Displacement
36.40174847446141,25.569031948810107,74.35574735015763,Axial_Displacement
37.25137300800211,24.914969401670884,72.43639680777386,Axial_Displacement
38.12082795843888,25.096928526690206,72.96089674414257,Axial_Displacement
39.01057617190993,24.898113225865632,72.37224970328532,Axial_Displacement
39.92109129748052,24.501344500832214,71.20489524817185,Axial_Displacement
40.852858039285614,24.34354605568441,70.73608039498187,Axial_Displacement
41.80637241455758,23.778911365108968,69.0779573667442,Axial_Displacement
42.78214201767617,24.365607024450583,70.785452541915,Axial_Displacement
43.78068629038168,23.669229618010487,68.74219665565828,Axial_Displacement
