Frequency(Hz),Magnitude(dB),Phase(deg),Fault_Type
10.0,39.08676000628568,111.97531916004544,Core_Looseness
10.233402121916416,39.22066652865143,112.358933089087,Core_Looseness
10.472251898884348,39.22712626723257,112.37743887695989,Core_Looseness
10.716676480328632,39.09818743174879,112.00805632253224,Core_Looseness
10.966805983368683,38.58599717684205,110.54073932683796,Core_Looseness
11.222773562085075,38.73641031533549,110.9716412277875,Core_Looseness
11.484715478402896,38.22278220654912,109.50020508415022,Core_Looseness
11.752771174629451,37.99187262246957,108.83869785330629,Core_Looseness
12.02708334768512,37.881108514886186,108.52138205900322,Core_Looseness
12.307798025066653,37.83073586374659,108.37707504334402,Core_Looseness
12.595064642583576,37.280584304786,106.8010069222948,Core_Looseness
12.889036123908928,37.21138956744126,106.6027786015763,Core_Looseness
13.1898689619867,36.86617649620872,105.61381600085762,Core_Looseness
13.497723302339423,36.88732537683621,105.6744030809267,Core_Looseness
13.812763028320092,36.42662986951886,104.35460767043055,Core_Looseness
14.135155848353955,36.16321569303605,103.5999816416116,Core_Looseness
14.465073385216463,36.71281870046925,105.17447827829255,Core_Looseness
14.802691267395094,36.16781332701051,103.61315289273574,Core_Looseness
15.148189222583458,35.29385276892588,101.10944032077836,Core_Looseness
15.501751173357706,36.23420226423133,103.80334318819132,Core_Looseness
15.863565335085903,35.6181365236304,102.0384448462396,Core_Looseness
16.23382431612278,34.81884260289488,99.74863643380912,Core_Looseness
16.61272522034293,35.81755655389624,102.60974115046976,Core_Looseness
17.000469752067172,35.39536094341257,101.4002398199866,Core_Looseness
17.397264323438016,35.10931698873566,100.58078425207567,Core_Looseness
17.803320164301137,34.66273336436264,99.3014164082642,Core_Looseness
18.21885343465167,34.085495953509934,97.64775303731824,Core_Looseness
18.644085339704866,34.02303462702617,97.46881451780284,Core_Looseness
19.079242247652655,33.53662402740113,96.07535079435571,Core_Looseness
19.524555810168607,33.66832369185311,96.4526425411751,Core_Looseness
19.980263085725507,33.9072381119375,97.13708193795765,Core_Looseness
20.446606665791165,33.14581685905335,94.95577072686638,Core_Looseness
20.92383480396977,32.956872212831335,94.41448418736069,Core_Looseness
21.41220154815729,32.63880841880636,93.50329853668322,Core_Looseness
21.91196687578149,32.4197863372227,92.87584649193754,Core_Looseness
22.42339683219846,32.41279764410954,92.85582536095272,Core_Looseness
22.946763672319364,33.01780178255885,94.58903454700742,Core_Looseness
23.48234600554277,31.56262252221364,90.42025304436994,Core_Looseness
24.030428944069683,31.671542881639144,90.73228688927642,Core_Looseness
24.59130425468045,32.10419647883735,91.97174814480694,Core_Looseness
25.165270514053915,31.210576699489533,89.41171605250484,Core_Looseness
25.75263326771201,31.943054475277357,91.51011030949344,Core_Looseness
26.353705192673942,31.05472953306452,88.96524680824353,Core_Looseness
26.968806263906924,30.864836205739287,88.42124249757192,Core_Looseness
27.598263924661804,30.69618769228694,87.9381000954732,Core_Looseness
28.24241326078436,30.286560421199606,86.76460440513492,Core_Looseness
28.901597179095106,30.12518196360959,86.30228917892298,Core_Looseness
29.576166589932534,30.04918266778031,86.08456723407379,Core_Looseness
30.26648059395692,29.709942630447,85.11271611502082,Core_Looseness
30.972906673314085,29.60432756525532,84.8101512405967,Core_Looseness
31.695820887261156,28.87101937403377,82.70937801862836,Core_Looseness
32.435608072358114,29.25890669996174,83.82059335374275,Core_Looseness
33.1926620473319,29.00711080532363,83.09925125066853,Core_Looseness
33.96738582272207,28.15445762340168,80.65657981504211,Core_Looseness
34.76019181541977,28.187467885611262,80.75114725030357,Core_Looseness
35.57150206821386,28.84628622413288,82.63852276345906,Core_Looseness
36.40174847446141,28.37170753723858,81.27895497316388,Core_Looseness
37.25137300800211,27.610950278622006,79.09954596553027,Core_Looseness
38.12082795843888,27.916692366556035,79.97543252843714,Core_Looseness
39.01057617190993,27.76358937365273,79.53682476222812,Core_Looseness
39.92109129748052,27.05185439734027,77.49785424850073,Core_Looseness
40.852858039285614,26.57658659223732,76.13631227995846,Core_Looseness
41.80637241455758,26.987416406083877,77.31325300153611,Core_Looseness
42.78214201767617,26.674586422793126,76.41706111415071,Core_Looseness
43.78068629038168,25.99012348187604,74.45621922676764,Core_Looseness
44.802536798294895,25.48049696921333,72.99624681159047,Core_Looseness
45.848237513890965,26.45795700712088,75.79646355233047,Core_Looseness
46.91834510607799,25.89840642502225,74.19346921341348,Core_Looseness
48.01342923653453,25.572416263760186,73.25957619325818,Core_Looseness
49.13407286296362,25.120874644052027,71.96600473906926,Core_Looseness
50.2808725494248,25.30653964519786,72.49789578751665,Core_Looseness
51.45443878390927,24.945364757765272,71.46320595171665,Core_Looseness
52.65539630332756,24.683949647920613,70.71430682696428,Core_Looseness
53.88438442608224,24.55538922988372,70.3460083586667,Core_Looseness
55.14205739240302,24.676936518154868,70.69421569012653,Core_Looseness
56.4290847126254,24.373189938748943,69.82404583805177,Core_Looseness
57.7461515235982,24.222525465316615,69.39242391554015,Core_Looseness
59.0939589534097,23.815924167671977,68.2275970005611,Core_Looseness
60.473224494626486,22.68521472063492,64.98835304202137,Core_Looseness
61.88468238624386,23.055565269036958,66.049329210211,Core_Looseness
63.32908400455115,22.896510435097067,65.59367067541551,Core_Looseness
64.8071982631197,22.722971163249767,65.09651728258432,Core_Looseness
66.31981202212673,23.021744289676164,65.95243924139237,Core_Looseness
67.86773050723295,22.28021661185456,63.82811892482664,Core_Looseness
69.45177773823696,22.07715998154602,63.24640452888527,Core_Looseness
71.07279696773419,22.52536329344366,64.53041243566129,Core_Looseness
72.73165113001458,22.122379368681035,63.37594853063548,Core_Looseness
74.42922330043757,21.772349954714045,62.37318812434818,Core_Looseness
76.16641716552891,21.778613568329146,62.391132055580485,Core_Looseness
77.9441575040495,21.00529324286172,60.17573251253216,Core_Looseness
79.76339067929277,21.146015669669897,60.57887256947952,Core_Looseness
81.62508514287228,20.58514347631493,58.97209209320525,Core_Looseness
83.53023195026779,20.55103057722648,58.874365835969066,Core_Looseness
85.47984528840409,20.74962873818432,59.443307658066246,Core_Looseness
87.47496301554415,20.134562876371017,57.68127375784231,Core_Looseness
89.516647213783,18.98098737183768,54.37652336987058,Core_Looseness
91.6059847544371,19.768374359884355,56.63222093280019,Core_Looseness
93.74408787662996,19.28204884773689,55.23900096702079,Core_Looseness
95.9320947793824,19.703363288649204,56.44597793263026,Core_Looseness
98.17117022752194,19.451039065547405,55.72312227999775,Core_Looseness
100.46250617173402,19.02977058804915,54.51627698987015,Core_Looseness
102.80732238308649,18.64236486559117,53.40644134706721,Core_Looseness
105.20686710236228,19.163381822495992,54.899044981337006,Core_Looseness
107.66241770454933,17.838275809694338,51.10289588428984,Core_Looseness
110.17528137883872,17.66409423982865,50.60390244317648,Core_Looseness
112.74679582449473,18.084497407482356,51.80826880320088,Core_Looseness
115.37832996296608,18.192897577949918,52.118812416515375,Core_Looseness
118.07128466661892,17.348662916202073,49.70025826467509,Core_Looseness
120.8270935044776,17.497942492866844,50.12791275019463,Core_Looseness
123.64722350537151,17.272066289408784,49.48082509266537,Core_Looseness
126.5331759388943,17.152181076029187,49.13737925503156,Core_Looseness
129.4864871145905,16.857131153367206,48.29212348932192,Core_Looseness
132.5087291997954,16.4549185593659,47.13986928415774,Core_Looseness
135.6015110565633,16.217609479278213,46.46002884769992,Core_Looseness
138.76647909813084,15.942519874440658,45.67195518044423,Core_Looseness
142.00531816536818,15.994935984260485,45.822116274002745,Core_Looseness
145.31975242368955,16.326836098582543,46.77294006253092,Core_Looseness
148.71154628089536,15.868798377567552,45.46075864893344,Core_Looseness
152.1825053264387,15.068356766448822,43.16766234574569,Core_Looseness
155.73447729261352,15.37284029343624,44.03994339712754,Core_Looseness
159.36935303817745,15.368997943110054,44.02893587427247,Core_Looseness
163.08906755493325,14.889687066188245,42.65581135815575,Core_Looseness
166.89560099780232,14.905742357606062,42.70180638001044,Core_Looseness
170.79097973894267,14.684401005159277,42.06771011366452,Core_Looseness
174.77727744646808,14.30319503100584,40.97563544145626,Core_Looseness
178.85661618834618,13.387877902803549,38.35344502335496,Core_Looseness
183.0311675620613,13.31356497659713,38.140554171610205,Core_Looseness
